round_number,emotion,text_id,timestamp,prolific_id,anger,boredom,disgust,fear,guilt,joy,pride,relief,sadness,shame,surprise,trust,generated_text,hidden_emo_text,event_duration,emotion_duration,intensity,confidence,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,previous_participation,age,gender,education,ethnicity,extravert,critical,dependable,anxious,open,quiet,sympathetic,disorganized,calm,conventional,did_you_lie?,original_demographics
round-3,no-emotion,3756,2021/09/03 9:59:12 pm EET,4b4d927b8db69b7c284b8abda631b0fd,1,3,1,1,1,1,1,1,2,1,1,1,because I was used to being disappointed,because I was used to being disappointed,days,days,5,4,3,3,4,1,5,3,2,2,5,3,1,4,4,5,2,2,5,2,4,5,4,"No, I participated before and answered the next set of questions.",29,Female,High school,European,2,6,6,6,5,3,4,1,1,2,--,COPIED FROM: text id 3672
round-5,pride,51620,2021/10/06 3:08:33 pm EET,cbff640ddbc7b1c43cfcdd91749275c6,1,2,1,1,1,1,1,1,1,1,1,1,My daughter did brilliantly for her first dance exam,My daughter did brilliantly for her first dance exam,seconds,hours,3,4,4,2,3,4,3,1,1,1,1,3,4,4,1,4,2,3,1,1,1,1,1,"Yes, first time, I will answer the following questions.",43,Female,Secondary education,European,3,5,4,5,5,5,5,5,3,4,The event really happened in my life.,ORIGINAL
round-5,surprise,52492,2021/10/06 3:30:00 pm EET,20a3078bb09a4384e0bbd2d18f25f494,1,1,1,1,1,1,1,1,1,1,1,1,When I won on a scratch card,When I won on a scratch card,minutes,hours,3,5,4,3,1,5,1,3,5,1,1,1,2,5,1,1,5,1,1,1,3,1,1,"Yes, first time, I will answer the following questions.",24,Female,High school,English,1,1,4,5,4,5,5,5,5,5,The event really happened in my life.,ORIGINAL
round-4,surprise,41676,2021/09/20 1:19:28 am EET,ee70eab1be1096a82622cd9afdebf741,1,3,1,1,1,2,1,2,1,1,1,1,when my mother told me we would be going on vacation to Cuba for my 17th birthday.,when my mother told me we would be going on vacation to Cuba for my 17th birthday.,days,days,4,5,4,2,1,5,1,2,1,2,5,2,4,3,2,5,2,3,1,1,3,1,2,"Yes, first time, I will answer the following questions.",25,Male,High school,North American,3,4,3,4,6,4,5,2,4,5,--,ORIGINAL
round-3,sadness,31074,2021/09/03 10:43:34 pm EET,5851f856cc4711d06cdf0215b39f06b8,1,2,1,1,1,1,1,1,2,1,1,1,I felt SADNESS when my older sister stole a lot of money from me.,I felt ... when my older sister stole a lot of money from me.,seconds,weeks,5,5,5,3,5,1,5,5,1,1,5,5,2,5,4,5,1,1,5,5,5,2,5,"No, I participated before and answered the next set of questions.",28,Female,High school,European,5,4,5,2,7,2,6,5,5,2,--,COPIED FROM: text id 3843
round-5,disgust,5501,2021/10/06 2:15:08 pm EET,18578f5982df6ba4c56c9b1ce0702d9d,1,1,1,1,1,1,1,1,1,1,1,1,I read about millionaires who do not help with climate change or homelessness.,I read about millionaires who do not help with climate change or homelessness.,minutes,hours,3,5,3,5,5,1,5,3,1,1,5,4,3,2,1,5,1,5,5,3,1,1,4,"Yes, first time, I will answer the following questions.",57,Female,High school,North American,2,1,7,2,4,7,7,2,7,6,The event really happened in my life.,ORIGINAL
round-6,anger,630,2021/11/01 8:30:27 pm CET,1fa3b533d51fe2660e6d7c406b0dd38c,1,1,1,1,1,3,3,2,1,1,3,4,my manager at the time decided to stop paying me for certain hours of work I did without even telling me that this was going to happen.,my manager at the time decided to stop paying me for certain hours of work I did without even telling me that this was going to happen.,weeks,weeks,5,5,5,1,1,1,5,3,1,1,5,1,1,5,2,5,1,1,5,5,5,1,5,"Yes, first time, I will answer the following questions.",30,Male,Undergraduate degree (BA/BSc/other),European,6,5,6,3,5,2,7,1,6,3,The event really happened in my life.,ORIGINAL
round-5,sadness,52092,2021/10/06 3:17:09 pm EET,c5d8f5185d75898bf8382c0713f1f770,1,1,1,1,1,2,2,2,1,1,2,1,I moved away from my best friend,I moved away from my best friend,weeks,weeks,5,5,2,1,3,3,3,5,2,5,4,4,4,4,2,2,1,4,1,1,5,2,5,"No, I participated before and answered the next set of questions.",37,Female,Undergraduate degree (BA/BSc/other),North American,2,5,7,3,5,5,7,1,3,1,The event really happened in my life.,COPIED FROM: text id 51175
round-4,surprise,41643,2021/09/20 2:27:53 am EET,b96f9c7134bece931790c19a185d44c2,1,2,1,1,1,1,1,1,1,1,1,1,"I felt surprise when my ex-boyfriend broke up with me. We'd been having a lot of arguments and I'd been debating whether or not to break up with him but had decided to stick it out. He called to talk and I thought we were going to have a difficult conversation, but I was really surprised when he broke up with me. I hadn't expected him to do that.","I felt ... when my ex-boyfriend broke up with me. We'd been having a lot of arguments and I'd been debating whether or not to break up with him but had decided to stick it out. He called to talk and I thought we were going to have a difficult conversation, but I was really ... when he broke up with me. I hadn't expected him to do that.",minutes,weeks,5,4,4,4,3,2,4,2,1,4,4,1,2,5,1,5,1,3,1,1,5,2,5,"No, I participated before and answered the next set of questions.",39,Female,Undergraduate degree (BA/BSc/other),European,5,5,7,5,6,2,6,4,4,2,--,COPIED FROM: text id 41747
round-5,relief,51816,2021/10/06 2:59:31 pm EET,bf99086af1160c0e4b9574c5287d6a42,1,2,1,1,2,2,1,2,2,2,1,3,"My mother lost consciousness on the phone and we were frightened for her life, but it was from pain due to breaking a bone, nothing more serious.","My mother lost consciousness on the phone and we were frightened for her life, but it was from pain due to breaking a bone, nothing more serious.",minutes,weeks,5,5,5,1,2,1,5,4,4,1,1,2,2,2,1,1,5,3,1,1,3,2,4,"No, I participated before and answered the next set of questions.",35,Female,Graduate degree (MA/MSc/MPhil/other),European,1,2,5,5,6,6,7,2,6,6,The event really happened in my life.,COPIED FROM: text id 5495
round-3,fear,3382,2021/09/03 5:40:31 pm EET,d81cc6ecef9b5310bcb5dcd2e149721c,1,2,1,1,3,1,3,1,1,1,1,1,I was shopping and my son was in the trolley. I turned around for seconds and he had climbed out of the seat. He was mid fall when I managed to catch him,I was shopping and my son was in the trolley. I turned around for seconds and he had climbed out of the seat. He was mid fall when I managed to catch him,seconds,hours,5,5,5,1,2,1,5,3,1,3,5,4,1,5,3,4,2,2,3,1,5,3,3,"Yes, first time, I will answer the following questions.",28,Female,High school,European,3,5,5,3,5,5,5,3,3,3,--,ORIGINAL
round-5,fear,5913,2021/10/06 3:35:08 pm EET,a4f863ec514077c6b6364eaa47d4522d,2,3,1,1,1,1,1,1,1,1,1,1,i was furloughed last year  -really scared of not being able to pay my mortgage,i was furloughed last year  -really ... of not being able to pay my mortgage,weeks,hours,4,5,5,1,1,1,4,4,5,1,3,1,1,3,1,5,3,3,2,2,5,3,4,"Yes, first time, I will answer the following questions.",33,Female,Undergraduate degree (BA/BSc/other),british,7,5,6,5,5,2,2,3,2,3,The event really happened in my life.,ORIGINAL
round-4,joy,4808,2021/09/20 2:05:47 am EET,07668db6e3f93c0296c944b97824de1f,1,2,1,1,1,1,1,1,1,1,1,2,last night I went to my boyfriend's sisters album release for her first music album and there was a big family dinner and party and I felt joy being able to celebrate with his sister and be able to listen to her music for the first time.,last night I went to my boyfriend's sisters album release for her first music album and there was a big family dinner and party and I felt ... being able to celebrate with his sister and be able to listen to her music for the first time.,hours,days,5,5,1,1,5,5,1,2,1,1,5,1,4,1,3,5,1,1,1,1,2,1,4,"No, I participated before and answered the next set of questions.",20,Female,High school,Australian/New Zealander,5,3,6,2,7,3,6,2,7,2,--,COPIED FROM: text id 4635
round-3,disgust,3308,2021/09/03 5:37:04 pm EET,e01407b3c90c811d58bb9a29dc464834,1,1,1,1,2,1,1,1,1,2,1,1,i heard about a nursing home worker taking advantage of an old blind man.,i heard about a nursing home worker taking advantage of an old blind man.,minutes,minutes,4,5,2,2,2,1,4,1,1,1,5,3,1,1,1,4,1,1,5,5,3,3,2,"Yes, first time, I will answer the following questions.",22,Female,Undergraduate degree (BA/BSc/other),North American,5,3,6,3,6,4,7,2,5,2,--,ORIGINAL
round-5,joy,51269,2021/10/06 4:01:52 pm EET,83f7cd02745c476fd70f2d7b1193ae8a,1,3,1,1,1,1,1,1,1,1,3,1,I am with my kids eating,I am with my kids eating,minutes,minutes,4,5,3,5,4,5,1,3,3,5,4,5,5,4,5,4,1,3,1,1,4,1,4,"Yes, first time, I will answer the following questions.",49,Male,Graduate degree (MA/MSc/MPhil/other),European,5,5,6,6,7,3,5,5,6,7,The event really happened in my life.,ORIGINAL
round-6,disgust,6245,2021/11/01 8:59:23 pm CET,6e82ff7c5977236ce6b81c215673b268,1,2,1,1,1,1,1,1,1,1,1,1,I felt disgust in work today when a doctor removed a tooth from a persons hand,I felt ... in work today when a doctor removed a tooth from a persons hand,seconds,seconds,4,5,2,1,1,1,5,1,3,1,5,5,1,4,1,5,1,5,3,5,3,3,3,"No, I participated before and answered the next set of questions.",30,Female,Undergraduate degree (BA/BSc/other),European,2,2,5,6,3,5,5,2,5,5,The event really happened in my life.,COPIED FROM: text id 650
round-3,shame,31120,2021/09/03 9:57:06 pm EET,a36d0c9b13fd522fbfcd8ce8587fd144,1,2,1,2,1,1,1,1,2,2,1,2,"Getting on the scales the other day and seeing my weight and then looking in the mirror and knowing that I am gaining weight and don't look good because of it. I'm spending too much and eating too much take out, not exercising, sitting in bed all day. It's embarrassing to go out because I feel that others judge me.","Getting on the scales the other day and seeing my weight and then looking in the mirror and knowing that I am gaining weight and don't look good because of it. I'm spending too much and eating too much take out, not exercising, sitting in bed all day. It's ... to go out because I feel that others judge me.",minutes,weeks,3,3,1,4,4,1,5,3,1,5,1,3,1,4,1,1,4,3,4,1,3,4,4,"No, I participated before and answered the next set of questions.",23,Gender Variant/Non-Conforming,Secondary education,Australian/New Zealander,5,5,3,7,6,6,5,5,3,2,--,COPIED FROM: text id 3625
round-3,anger,376,2021/09/03 4:41:07 pm EET,4afd33581c8f9cd45247505e03b2eb2b,1,2,1,1,1,2,2,2,1,1,1,1,my neighbour was unbelievably rude and disrespectful on christmas evening of all evenings,my neighbour was unbelievably rude and disrespectful on christmas evening of all evenings,seconds,weeks,5,5,4,1,1,1,5,2,1,1,5,1,1,5,1,4,1,1,4,5,5,2,3,"Yes, first time, I will answer the following questions.",34,Female,Undergraduate degree (BA/BSc/other),European,2,4,6,5,4,5,6,2,4,2,--,ORIGINAL
round-3,no-emotion,3703,2021/09/03 10:04:25 pm EET,64dc70b1226147d6af171f9040393c1f,1,5,1,1,1,5,1,2,3,1,1,3,NO PARTICULAR EMOTION when he came to my room,... when he came to my room,minutes,minutes,3,5,4,5,2,3,3,5,4,4,1,4,3,2,5,2,3,5,4,3,3,4,4,"Yes, first time, I will answer the following questions.",40,Female,Undergraduate degree (BA/BSc/other),European,6,2,6,2,6,6,6,2,6,2,--,ORIGINAL
round-6,no-emotion,6551,2021/11/01 9:32:37 pm CET,6775315da50be89ba2c1628c55c6c313,2,3,1,1,1,1,1,1,1,1,1,1,"when I was getting ready for my day this morning, because I was still sleepy and going through the morning routine I complete every morning without much thought","when I was getting ready for my day this morning, because I was still sleepy and going through the morning routine I complete every morning without much thought",minutes,I had none,1,4,1,5,5,1,2,1,1,5,1,5,1,1,1,1,1,1,1,1,2,1,2,"Yes, first time, I will answer the following questions.",21,Female,High school,Hispanic/Latino,6,5,6,2,5,2,3,2,5,6,The event really happened in my life.,ORIGINAL
round-3,shame,31150,2021/09/03 9:14:55 pm EET,1a7a889d7acdeaa79db9f740c3c18028,1,3,1,1,1,1,1,1,3,1,1,1,"I felt shame when I got angry at my partner for drinking alcohol, but they were really exhausted from the heat and work.","I felt ... when I got angry at my partner for drinking alcohol, but they were really exhausted from the heat and work.",minutes,hours,3,5,4,4,1,1,4,4,1,5,2,4,1,4,4,4,1,3,4,1,4,3,4,"No, I participated before and answered the next set of questions.",31,Female,Undergraduate degree (BA/BSc/other),North American,5,2,6,3,5,5,6,1,6,3,--,COPIED FROM: text id 3541
round-7,sadness,7176,2021/11/10 12:33:31 am CET,39f5647cc07975bc12005ed0d8a52272,3,2,1,2,4,1,1,1,4,1,1,5,"I wanted to go out camping and having a mini break. But I did not end up going or doing it, even alone because my boyfriend didnt want to go. So I ended up staying home watching sports with him instead. I felt I had let myself down for not doing something I wanted.","I wanted to go out camping and having a mini break. But I did not end up going or doing it, even alone because my boyfriend didnt want to go. So I ended up staying home watching sports with him instead. I felt I had let myself down for not doing something I wanted.",minutes,weeks,4,5,1,4,5,1,4,3,1,5,2,5,4,5,5,3,1,3,4,1,2,5,4,"Yes, first time, I will answer the following questions.",32,Female,Undergraduate degree (BA/BSc/other),European,2,3,6,6,7,6,6,4,3,5,The event really happened in my life.,ORIGINAL
round-4,no-emotion,4982,2021/09/20 2:09:52 am EET,fba2177fcf1c169dd45e575b55cad8d1,1,2,1,1,1,1,1,1,1,1,1,1,I worked on writing a paper,I worked on writing a paper,hours,I had none,2,4,1,5,5,1,1,4,1,5,1,5,4,3,5,1,1,4,1,1,5,1,3,"No, I participated before and answered the next set of questions.",28,Female,Undergraduate degree (BA/BSc/other),East Asian,5,2,7,7,6,6,6,2,6,5,--,COPIED FROM: text id 4826
round-6,anger,661,2021/11/01 8:56:59 pm CET,91a623833d8f2a4ccdf50da9baeeb008,2,1,1,2,1,3,1,1,4,1,1,1,a child at the educational establishment I worked at shoved me.,a child at the educational establishment I worked at shoved me.,seconds,days,5,4,5,1,2,1,5,1,2,2,5,2,4,5,1,5,2,4,5,4,5,4,5,"Yes, first time, I will answer the following questions.",35,Female,Graduate degree (MA/MSc/MPhil/other),African,5,1,7,3,6,6,7,3,6,3,The event really happened in my life.,ORIGINAL
round-4,surprise,41757,2021/09/20 1:57:26 am EET,acf7bcfd8901c41ebc61560068effc88,1,2,1,1,1,4,4,1,1,1,1,5,got dumped by an ex girlfriend,got dumped by an ex girlfriend,minutes,weeks,5,5,5,2,1,1,5,5,1,4,5,4,1,5,3,5,1,5,1,1,5,4,5,"No, I participated before and answered the next set of questions.",31,Male,Undergraduate degree (BA/BSc/other),North American,6,6,7,2,5,2,7,6,7,7,--,COPIED FROM REJECTED: text id 41494
round-4,guilt,4720,2021/09/20 2:10:49 am EET,d22b4ec91e4e7b1b27ba7d81e1477e36,1,3,1,2,2,2,1,2,2,1,1,1,I felt guilt because I stole money from my parents,I felt ... because I stole money from my parents,minutes,days,5,4,4,1,4,1,5,5,1,5,1,3,1,3,4,1,1,4,4,2,4,3,5,"Yes, first time, I will answer the following questions.",20,Male,High school,North American,3,3,6,5,6,6,6,6,7,3,--,ORIGINAL
round-5,surprise,52556,2021/10/06 6:35:09 pm EET,d30a272a6f2c0e337381498d405e8aac,2,5,1,1,1,2,1,2,3,1,1,1,My partner brought me flowers,My partner brought me flowers,hours,hours,4,3,5,4,1,5,1,4,3,1,5,1,5,5,1,5,1,1,1,1,5,1,1,"No, I participated before and answered the next set of questions.",22,Female,Secondary education,British,2,2,4,7,5,7,5,2,5,5,The event really happened in my life.,COPIED FROM REJECTED: text id 51460
round-3,sadness,31078,2021/09/03 10:44:52 pm EET,9b74e270dbd0155cadaaa19c8b99b44b,1,4,1,1,3,3,1,1,1,1,1,1,I felt SADNESS when my best friend moved away for her erasmus year in college.,I felt ... when my best friend moved away for her erasmus year in college.,weeks,days,3,4,1,2,5,1,4,2,1,1,5,4,2,2,1,5,1,3,1,1,4,4,3,"No, I participated before and answered the next set of questions.",20,Female,High school,European,1,4,2,6,5,6,3,5,3,3,--,COPIED FROM: text id 3763
round-5,relief,51823,2021/10/06 3:08:01 pm EET,f284247960d4d5342415dfd1a1f11cc3,1,1,1,1,1,2,3,1,1,1,1,2,I felt relief when a turbulent flight I was on landed safely.,I felt ... when a turbulent flight I was on landed safely.,minutes,seconds,5,5,5,3,4,4,4,1,5,1,5,3,2,1,1,5,5,1,1,1,1,5,5,"No, I participated before and answered the next set of questions.",27,Female,Graduate degree (MA/MSc/MPhil/other),Prefer not to answer,7,2,6,2,7,1,7,2,5,2,The event really happened in my life.,COPIED FROM: text id 51647
round-5,fear,5824,2021/10/06 1:39:46 pm EET,4ce481ce4841b318f5ea1f5f450b4af9,1,4,1,5,1,3,5,5,1,1,1,5,I underwent a heart transplant,I underwent a heart transplant,weeks,weeks,5,5,5,1,2,1,5,5,5,2,2,2,3,5,2,3,5,4,1,1,5,5,5,"No, I participated before and answered the next set of questions.",47,Female,Secondary education,European,6,3,7,6,6,1,7,4,2,2,The event really happened in my life.,COPIED FROM: text id 522
round-3,sadness,31082,2021/09/03 10:45:54 pm EET,c8bb3385421b223591a5daafa7cb016b,1,4,1,1,2,3,2,2,2,1,1,1,i felt sadness when my dog died because i was with him for 10 years and we were always very close until he fell ill and had to be put down,i felt ... when my dog died because i was with him for 10 years and we were always very close until he fell ill and had to be put down,hours,weeks,5,5,3,2,3,1,5,5,5,1,1,4,1,5,1,4,4,4,2,1,3,4,5,"Yes, first time, I will answer the following questions.",18,Male,Undergraduate degree (BA/BSc/other),European,3,5,5,6,6,4,3,6,3,5,--,ORIGINAL
round-6,boredom,6148,2021/11/01 9:04:52 pm CET,a223a04c4e704de72246dc80cf68b6db,1,3,1,3,1,1,1,1,4,1,1,1,I was at a wedding which went on for hours and the food was not served yet.,I was at a wedding which went on for hours and the food was not served yet.,hours,hours,3,3,1,4,4,3,3,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,"No, I participated before and answered the next set of questions.",18,Female,High school,South Asian,5,5,3,6,6,3,5,6,2,4,The event really happened in my life.,COPIED FROM: text id 672
round-3,boredom,3158,2021/09/03 5:04:40 pm EET,5ffcf7d96d7c35d486fd5a1382644165,1,2,1,1,1,1,2,1,1,1,1,3,"I had stayed inside my home playing video games for too long. I couldn't get myself to do anything, and nothing else interested me. so i kept starting to play a game and then quitting it to try another. until i eventually took a nap or went for a walk or something to change scenery.","I had stayed inside my home playing video games for too long. I couldn't get myself to do anything, and nothing else interested me. so i kept starting to play a game and then quitting it to try another. until i eventually took a nap or went for a walk or something to change scenery.",minutes,minutes,2,4,2,4,2,2,4,2,2,4,2,2,1,2,4,2,1,3,1,1,2,2,3,"Yes, first time, I will answer the following questions.",28,Male,Undergraduate degree (BA/BSc/other),North American,5,5,2,6,6,6,6,6,5,4,--,ORIGINAL
round-4,anger,457,2021/09/20 12:20:18 am EET,63911ee65b038c5b9d998673619ff799,1,3,1,1,1,1,1,1,1,1,1,1,i was being bullied in school,i was being bullied in school,seconds,seconds,5,4,2,5,4,1,5,3,2,1,5,4,1,5,1,5,1,2,4,5,4,5,4,"No, I participated before and answered the next set of questions.",28,Female,Graduate degree (MA/MSc/MPhil/other),Cornish,6,2,5,2,5,2,5,2,6,5,--,COPIED FROM REJECTED: text id 4238
round-3,fear,3464,2021/09/03 5:55:47 pm EET,ac734b5bfcbc1932bc120055ac5eaefe,1,4,1,1,2,1,1,1,1,2,1,1,My wife has incurable cancer and has scan results every three months. I feel fear before the results.,My wife has incurable cancer and has scan results every three months. I feel ... before the results.,days,days,4,5,1,4,1,1,5,5,5,1,1,4,3,2,1,3,4,1,1,1,5,3,4,"No, I participated before and answered the next set of questions.",38,Male,Undergraduate degree (BA/BSc/other),European,2,6,5,7,5,5,6,6,1,2,--,COPIED FROM: text id 3316
round-4,surprise,41736,2021/09/20 1:36:33 am EET,a5ff5d998a8665d6971f2641df1ebcea,1,3,1,1,1,1,1,1,1,1,1,3,I received positive feedback at work from a member of the public. I work in the emergency services and the public tend to be very critical of my role. I was therefore surprised to be thought of positively and thanked for the job I had done.,I received positive feedback at work from a member of the public. I work in the emergency services and the public tend to be very critical of my role. I was therefore ... to be thought of positively and thanked for the job I had done.,seconds,hours,4,5,3,1,1,4,1,2,1,3,4,2,4,2,2,5,1,3,1,1,3,1,2,"No, I participated before and answered the next set of questions.",31,Female,Undergraduate degree (BA/BSc/other),European,3,5,6,3,5,7,5,1,5,2,--,COPIED FROM: text id 4336
round-5,joy,51099,2021/10/06 2:37:44 pm EET,360870c658edc4c82b96bf6bb132cc56,1,1,1,1,1,4,4,4,1,1,1,3,I got my first job,I got my first job,days,days,5,4,4,1,1,4,1,4,4,1,1,1,4,1,4,4,1,4,1,1,4,1,2,"No, I participated before and answered the next set of questions.",29,Female,Graduate degree (MA/MSc/MPhil/other),African,6,2,6,2,6,6,6,2,6,2,The event really happened in my life.,COPIED FROM: text id 5726
round-3,no-emotion,3752,2021/09/03 9:52:42 pm EET,acbf90525c47a4ff5ff98029e20c38a4,1,2,1,1,1,1,1,1,1,1,1,1,I started working on stats homework.,I started working on stats homework.,minutes,I had none,2,4,1,4,4,1,1,1,1,5,2,4,3,2,3,2,2,5,1,1,5,1,2,"Yes, first time, I will answer the following questions.",19,Female,High school,European,3,5,7,6,5,6,5,1,2,5,--,ORIGINAL
round-5,disgust,5492,2021/10/06 2:11:54 pm EET,da36da44cbd920348d6a2a4a4f307761,1,1,1,1,1,1,1,1,1,1,1,1,watching a court case of a man and the murder of his partner,watching a court case of a man and the murder of his partner,minutes,weeks,5,3,5,2,2,1,5,1,4,4,4,1,1,1,1,5,1,4,4,5,1,3,3,"No, I participated before and answered the next set of questions.",37,Female,Undergraduate degree (BA/BSc/other),Mixed black Caribbean /white,2,5,5,3,4,5,6,5,6,5,The event really happened in my life.,COPIED FROM: text id 5297
round-4,shame,41535,2021/09/20 1:29:04 am EET,89571a55c88b97dc64fd6a85a4e60ad1,1,1,2,1,2,4,4,3,1,2,3,3,my ex boyfriend caught me cheating on him after he got me angry over an issue we have been trying to resolve.,my ex boyfriend caught me cheating on him after he got me angry over an issue we have been trying to resolve.,weeks,weeks,5,5,2,1,3,1,5,5,1,5,4,3,1,2,2,3,4,5,3,1,4,5,5,"No, I participated before and answered the next set of questions.",28,Female,Graduate degree (MA/MSc/MPhil/other),African,6,2,5,1,7,4,6,2,5,1,--,COPIED FROM: text id 4299
round-5,relief,51963,2021/10/06 5:59:08 pm EET,3d69acd8f4d32fb77c3e3bd9a15aca70,1,2,1,2,1,3,1,1,1,1,2,2,I got to work on time after the train was cancelled,I got to work on time after the train was cancelled,hours,hours,4,5,2,3,3,2,3,4,4,3,2,2,1,2,2,3,2,4,1,1,3,2,3,"No, I participated before and answered the next set of questions.",19,Male,High school,European,5,4,6,3,6,5,5,3,4,3,The event really happened in my life.,COPIED FROM: text id 51317
round-6,fear,6377,2021/11/01 9:39:36 pm CET,c815fdee45474b4157cbb87579be31c6,1,1,1,1,1,4,4,4,2,1,1,1,I made a big mistake in work,I made a big mistake in work,minutes,weeks,5,5,4,1,1,1,5,5,1,5,1,1,1,5,1,5,1,3,5,5,5,1,5,"Yes, first time, I will answer the following questions.",23,Female,High school,British,1,5,6,7,2,7,7,4,3,6,The event really happened in my life.,ORIGINAL
round-3,pride,3810,2021/09/03 10:08:36 pm EET,953a14f5d241b12dc3c0721c05d87026,1,1,1,1,1,1,1,1,1,1,1,1,I felt pride when my sister graduated from nursing as being related to her was something I felt proud of.,I felt ... when my sister graduated from nursing as being related to her was something I felt ... of.,hours,days,4,5,1,1,3,5,1,2,1,1,5,4,2,1,1,5,1,3,1,1,4,1,2,"No, I participated before and answered the next set of questions.",21,Female,High school,Prefer not to answer,3,5,3,5,6,5,4,3,3,2,--,COPIED FROM: text id 3606
round-4,boredom,4167,2021/09/20 12:08:41 am EET,0f842b2154a43b7aab0d43f5ae89cb2f,1,2,1,1,1,1,1,1,2,1,1,1,"I felt boredom when I had to manually compare geographical species data in one pixel overlaps for my dissertation, a total of 170 hours of repetitive work","I felt ... when I had to manually compare geographical species data in one pixel overlaps for my dissertation, a total of 170 hours of repetitive work",weeks,days,3,5,1,3,4,2,4,5,1,3,3,2,5,3,5,2,1,5,1,1,5,2,4,"No, I participated before and answered the next set of questions.",25,Female,Undergraduate degree (BA/BSc/other),European,2,2,4,5,5,4,6,3,5,5,--,COPIED FROM REJECTED: text id 451
round-5,relief,51819,2021/10/06 3:04:23 pm EET,23330bf5f63422925bff51d4ff647acd,1,1,1,2,2,4,4,1,2,1,1,1,my baby was born healthy,my baby was born healthy,hours,weeks,5,5,3,1,2,3,3,5,1,5,5,5,5,5,2,2,5,5,1,1,4,1,5,"Yes, first time, I will answer the following questions.",32,Female,Graduate degree (MA/MSc/MPhil/other),North American,7,3,6.5,6.5,5.5,2,7,1,5,4.5,The event really happened in my life.,"AVERAGED: text id 3277, 51819"
round-6,guilt,6427,2021/11/01 9:13:52 pm CET,da814f5a423416d2d18b3e5fdcdf4808,1,2,1,3,3,3,3,3,3,3,3,4,When I fight with my girlfriend,When I fight with my girlfriend,hours,weeks,5,5,3,3,5,1,5,3,1,4,2,4,2,4,4,4,3,3,4,2,5,5,5,"Yes, first time, I will answer the following questions.",26,Male,Doctorate degree (PhD/other),North American,7,4,6,6,6,6,7,2,4,4,The event really happened in my life.,ORIGINAL
round-3,disgust,3258,2021/09/03 5:24:58 pm EET,c2bdfbcff7b28b7dde3d44cc4e7dccca,1,1,1,1,1,1,1,1,1,1,1,1,i discovered a family member taking advantage of my mum,i discovered a family member taking advantage of my mum,weeks,weeks,5,5,3,3,4,1,5,3,1,1,5,5,1,4,1,5,1,1,5,5,5,4,4,"No, I participated before and answered the next set of questions.",52,Female,Undergraduate degree (BA/BSc/other),white british,4,5,5,5,4,3,5,2,4,2,--,COPIED FROM: text id 3175
round-5,relief,51810,2021/10/06 2:12:23 pm EET,e28940fc02522c9e872d1cd60a08a529,1,1,1,1,1,1,1,1,1,1,1,4,Returning home after a long day shopping,Returning home after a long day shopping,hours,minutes,4,5,1,4,5,3,3,1,1,4,1,5,5,3,3,1,3,5,1,1,1,1,4,"No, I participated before and answered the next set of questions.",32,Female,High school,European,1,5,3,7,5,7,7,6,3,2,The event really happened in my life.,COPIED FROM: text id 5817
round-5,relief,51912,2021/10/06 2:51:00 pm EET,219621f541dd4fd9d6ee9d59d33f64db,1,2,1,1,1,1,1,1,1,1,1,1,I realized I was taking a situation way too personally,I realized I was taking a situation way too personally,days,days,4,5,4,1,2,5,1,1,1,5,1,1,5,5,2,4,1,5,1,1,5,1,4,"Yes, first time, I will answer the following questions.",71,Male,Graduate degree (MA/MSc/MPhil/other),North American,2,6,6,5,7,7,2,4,6,3,The event really happened in my life.,ORIGINAL
round-4,boredom,4220,2021/09/19 11:43:38 pm EET,eb239fbf5143766bc05813edcc4b9954,1,2,1,1,1,2,1,2,1,1,1,1,my partner is working two jobs and I'm alone alot more.,my partner is working two jobs and I'm alone alot more.,days,days,4,4,1,5,5,1,5,3,1,1,4,5,1,3,4,5,3,4,1,1,3,5,2,"No, I participated before and answered the next set of questions.",27,Female,Secondary education,European,5,4,5,5,6,3,5,1,3,2,--,COPIED FROM REJECTED: text id 411
round-5,pride,51571,2021/10/06 2:31:32 pm EET,7f501143c209868e51b449fb0a6dac73,1,2,1,1,1,1,1,1,1,1,1,2,My son behaved well at the park. He shared his ball and snacks and played well with the other kids. I felt proud of him,My son behaved well at the park. He shared his ball and snacks and played well with the other kids. I felt ... of him,minutes,minutes,4,5,3,4,4,3,1,1,2,2,5,4,3,2,2,5,1,5,1,1,3,1,2,"No, I participated before and answered the next set of questions.",42,Female,Graduate degree (MA/MSc/MPhil/other),European,3,3,5,3,5,5,5,3,5,2,The event really happened in my life.,COPIED FROM: text id 5267
round-3,guilt,3482,2021/09/03 5:42:57 pm EET,5f77695c4fe30b9924f6b66b14814647,1,3,2,1,3,2,1,1,4,4,1,1,When I quit my job working with my father.,When I quit my job working with my father.,days,weeks,4,5,5,4,4,2,4,5,4,5,3,4,1,3,3,3,4,3,4,2,5,5,5,"No, I participated before and answered the next set of questions.",37,Male,Graduate degree (MA/MSc/MPhil/other),Hispanic/Latino,5,5,6,4,7,5,7,3,3,2,--,COPIED FROM: text id 3174
